dst,shapleytrust_score
1,216.5391252059304
2,99.06004448105423
3,120.34758978583193
4,102.4455930807248
5,68.08899505766053
6,68.97022075782525
7,91.22294233937396
8,63.19213344316304
9,64.91947116968697
10,79.6208451400328
11,92.8317462932454
12,64.54926194398662
13,57.326660626029465
14,45.544784184513894
15,67.94841350906093
16,56.59122570016471
17,55.788439868204215
18,41.59799999999835
19,48.49077100494209
20,25.07672652388785
21,46.402373970345835
22,59.76229324546937
23,30.4947084019769
24,46.89985667215802
25,53.368087314662205
26,62.280232289950455
27,39.20428171334383
28,24.056324546951796
29,36.428790774299635
30,45.97967545304754
31,30.231387149917314
32,35.556263591433215
33,60.425607907742894
34,35.306090609554744
35,25.08043822075762
36,38.03481548599665
37,24.301738056013058
38,35.376581548599596
39,27.12526688632608
40,39.59559637561735
41,17.910930807248747
42,39.02720263591429
43,38.653764415156346
44,25.05070840197657
45,32.73575288303114
46,26.12026194398661
47,20.85490774299833
48,29.64023558484332
49,28.939502471169405
50,27.30156177924205
51,35.44857660626013
52,28.021930807248744
53,16.95631630971979
54,18.442845140032812
55,14.854657331136595
56,16.930494233937395
57,28.78129818780884
58,44.532021416803815
59,16.665172981877806
60,11.371382207578172
61,21.42712850082357
62,20.97668533772648
63,18.737645799011386
64,18.669207578253435
65,26.6138714991761
66,20.130215815485773
67,31.17442009884667
68,16.89256177924205
69,32.6686688632618
70,24.872612850082355
71,10.642668863261804
72,22.301388797363913
73,24.936665568368934
74,10.045349258648816
75,25.409451400329427
76,15.355784184513896
77,23.19833278418414
78,26.733914332784067
79,33.14152718286642
80,13.520589785831937
81,19.312097199340812
82,20.046662273476063
83,21.613342668863076
84,23.011390444810512
85,36.31499011532106
86,15.256673805601274
87,26.532252059308
88,20.557489291597925
89,23.49187644151557
90,25.229901153212257
91,11.981650741350855
92,25.047047775947107
93,19.209764415156346
94,10.868130148270172
95,48.25596540362437
96,21.440116968698362
97,20.898619439868096
98,16.9055815485996
99,16.56773146622732
100,14.432270181218952
101,10.561059308072316
102,14.914522240526955
103,21.223146622734518
104,20.36873311367359
105,19.790810543657184
106,23.26067380560127
107,15.943319604612658
108,16.770041186161368
109,21.249064250411784
110,15.678255354200873
111,10.94171169686977
112,11.122354200988285
113,17.080370675452965
114,19.65844810543656
115,22.49400658978574
116,23.58331301482692
117,25.440596375617677
