dst,powertrust_score
1,0.9166666208333357
2,0.8499999575000021
3,0.8749999562500022
4,0.6499999675000016
6,0.7499999625000018
7,0.822222181111113
8,0.9499999525000024
10,0.8999999550000022
13,0.5999999700000015
15,0.5499999725000013
17,0.5999999700000015
19,0.5499999725000013
20,0.6499999675000016
21,0.7099999645000017
23,0.7499999625000018
29,0.799999960000002
32,0.5499999725000013
35,0.7333332966666685
36,0.5999999700000015
37,0.5499999725000013
39,0.799999960000002
41,0.5899999705000015
44,0.27499998625000066
45,0.5499999725000013
54,0.5999999700000015
57,0.5499999725000013
60,0.7499999625000018
61,0.6499999675000016
62,0.7749999612500019
64,0.5499999725000013
69,0.5749999712500015
77,0.6749999662500017
80,0.6499999675000016
81,0.5999999700000015
93,0.8999999550000022
96,0.5749999712500015
104,0.7499999625000018
105,0.799999960000002
108,0.5499999725000013
109,0.5499999725000013
110,0.5499999725000013
113,0.6749999662500017
114,0.5499999725000013
132,0.5999999700000015
135,0.29999998500000075
142,0.5499999725000013
143,0.5999999700000015
149,0.5999999700000015
156,0.5499999725000013
163,0.5499999725000013
166,0.5499999725000013
167,0.8999999550000022
169,0.6499999675000016
171,0.5999999700000015
177,0.6999999650000017
178,0.6499999675000016
198,0.6499999675000016
202,0.5833333041666681
204,0.5749999712500015
211,0.5499999725000013
214,0.7499999625000018
215,0.7333332966666685
216,0.6499999675000016
217,0.7499999625000018
218,0.7499999625000018
222,0.6499999675000016
223,0.8999999550000022
224,0.7499999625000018
228,0.6999999650000017
229,0.7499999625000018
231,0.5499999725000013
234,0.7499999625000018
235,0.5499999725000013
239,0.5499999725000013
240,0.7499999625000018
242,0.7499999625000018
244,0.7499999625000018
245,0.8999999550000022
246,0.7499999625000018
249,0.5499999725000013
250,0.7499999625000018
251,0.7499999625000018
254,0.7499999625000018
256,0.6999999650000017
261,0.7499999625000018
263,0.5999999700000015
264,0.7499999625000018
265,0.6999999650000017
266,0.7499999625000018
268,0.799999960000002
269,0.7499999625000018
270,0.5499999725000013
272,0.6499999675000016
273,0.799999960000002
274,0.6749999662500017
275,0.6999999650000017
276,0.6999999650000017
277,0.7499999625000018
278,0.7499999625000018
279,0.6999999650000017
280,0.7499999625000018
283,0.6999999650000017
284,0.7249999637500018
292,0.5999999700000015
295,0.7249999637500018
297,0.6999999650000017
298,0.6499999675000016
304,0.5499999725000013
308,0.6999999650000017
309,0.6999999650000017
310,0.6999999650000017
312,0.6999999650000017
314,0.6999999650000017
320,0.6499999675000016
321,0.7499999625000018
322,0.6999999650000017
328,0.6999999650000017
331,0.7499999625000018
332,0.6499999675000016
333,0.7499999625000018
334,0.6499999675000016
335,0.7499999625000018
336,0.6499999675000016
337,0.7499999625000018
338,0.7499999625000018
339,0.6999999650000017
340,0.799999960000002
341,0.6999999650000017
342,0.6999999650000017
343,0.6999999650000017
344,0.7499999625000018
346,0.6999999650000017
348,0.6499999675000016
350,0.6499999675000016
351,0.6999999650000017
353,0.6499999675000016
359,0.6499999675000016
360,0.6999999650000017
361,0.6999999650000017
362,0.6999999650000017
363,0.5499999725000013
364,0.6999999650000017
365,0.6999999650000017
369,0.6999999650000017
372,0.799999960000002
373,0.6999999650000017
376,0.799999960000002
377,0.6999999650000017
381,0.6999999650000017
392,0.7499999625000018
396,0.5499999725000013
397,0.7499999625000018
400,0.7499999625000018
401,0.5999999700000015
406,0.6499999675000016
408,0.6999999650000017
413,0.7499999625000018
414,0.6999999650000017
415,0.824999958750002
417,0.6999999650000017
418,0.5999999700000015
420,0.799999960000002
422,0.7499999625000018
425,0.5833333041666681
426,0.6999999650000017
428,0.5499999725000013
431,0.6999999650000017
441,0.6999999650000017
452,0.5499999725000013
455,0.5499999725000013
465,0.7499999625000018
467,0.5499999725000013
468,0.6249999687500015
475,0.9999999500000024
479,0.5999999700000015
490,0.8999999550000022
491,0.5499999725000013
492,0.6749999662500017
493,0.7499999625000018
498,0.6499999675000016
502,0.7499999625000018
506,0.5499999725000013
508,0.5499999725000013
516,0.5499999725000013
518,0.5499999725000013
519,0.6999999650000017
523,0.6499999675000016
527,0.5999999700000015
536,0.5999999700000015
545,0.6166666358333349
