dst,repulink_reward_only_score
585,0.0012407549215906265
491,0.0012405708554448812
347,0.00124057064760719
464,0.00124057061249812
509,0.001240570593535107
503,0.0012405705720122853
542,0.0012405705586760883
501,0.0012405705489749047
474,0.0012405705335583293
538,0.0012405705323862836
472,0.0012405705258469084
489,0.0012405705229110017
521,0.0012405705034533485
476,0.0012405704943128963
462,0.0012405704850884823
506,0.001240570415370686
496,0.001240570389663082
527,0.001240570284629051
706,0.001071411495982495
772,0.0010361760415983005
756,0.0010361760140433433
842,0.0008003345948037717
800,0.0008003345931443656
806,0.0008003345298109028
1115,0.0007990108101318436
1116,0.0007990107251169002
1281,0.0007629062973193856
1292,0.0007629062887630725
477,0.0007569231548042241
498,0.0007403554341455149
482,0.0007290280215475198
522,0.000728431278115923
479,0.0007281736980240166
520,0.0007125831535791822
895,0.0006888977847517272
958,0.0006888977845321198
941,0.0006888977773227321
894,0.0006888977687644161
868,0.0006888977648992349
855,0.0006888977427536526
875,0.0006888977397988132
935,0.0006888977242728016
939,0.0006888977177961807
928,0.0006888977043379141
897,0.0006888977042394048
880,0.0006888976867978013
922,0.0006888976653315112
695,0.0006811691672241662
458,0.0006755249927878411
1131,0.0006711084040657401
1162,0.0006711083834365392
1134,0.0006711083639330726
1226,0.0006455334446596772
1220,0.0006455333754366057
1203,0.0006455333676995466
1208,0.0006455333592625158
740,0.0006428713649338433
494,0.000622007442999246
577,0.0006108183316004657
753,0.0006074831333873951
1367,0.0005917940461061282
1332,0.0005917940323543847
1371,0.0005917940082628883
1327,0.000591793997954784
1357,0.0005917939852708432
1339,0.0005917939851675398
1386,0.0005917939697442676
1383,0.0005917939674398489
608,0.0005894130487476645
648,0.0005879348935307302
1729,0.0005838009414386611
1722,0.0005838009345586568
463,0.0005664920843411383
752,0.0005662494027889719
1420,0.0005535982727680872
1571,0.0005535982535157645
1499,0.0005535982360229524
1464,0.0005535982350090243
571,0.0005466758222350171
2397,0.000546160088052416
2395,0.0005461600104179942
2399,0.0005461599909275131
504,0.000542858705339797
741,0.0005397833160778835
1287,0.0005352968173118272
528,0.00053058260754676
468,0.0005248239507212608
2134,0.0005239575347884441
2210,0.0005239575340264703
2129,0.0005239575325729824
2170,0.000523957527135837
2125,0.0005239575251901463
2524,0.0005217107874141057
2534,0.0005217107823404637
2532,0.000521710779321692
2519,0.000521710777562244
861,0.0005216398818317426
899,0.000517236495153539
478,0.0005159246475339177
1335,0.000514948211746639
1586,0.0005146019039534132
1687,0.0005146018788414087
1711,0.0005146018624557382
1585,0.0005146018509334042
1588,0.0005146018474006621
1693,0.0005146018473597371
1708,0.0005146018400090885
1672,0.0005146018357201516
1597,0.0005146018252526905
1706,0.0005146018154489567
1698,0.0005146017981841859
495,0.000511438409676961
933,0.0004998893291925843
710,0.0004988797495055785
834,0.0004979215816930946
322,0.0004959485114815173
1154,0.00048393922695045074
2473,0.0004836325942791436
2466,0.0004836325937628545
2484,0.0004836325911990944
2434,0.0004836325911130072
2486,0.00048363258239366396
2737,0.00048160765652892297
2717,0.0004816076536236112
2087,0.00048032685489183456
2044,0.0004803268542345506
1334,0.00047543656393802636
2354,0.00047479738104962566
2347,0.00047479733792267297
774,0.00047357332042806936
1413,0.00046843391167097063
959,0.00046534784323630594
1140,0.00046474575030466494
1194,0.0004631187908439997
1214,0.00046265132148298917
2355,0.00046182826366024957
885,0.00046086020794322384
889,0.0004591023774663337
2624,0.0004573404391009164
2586,0.0004573404327711605
2567,0.00045734043025615794
2596,0.0004573404265108056
2621,0.00045734042434345304
2620,0.0004573404222908347
2613,0.00045734042030565403
2765,0.0004509795309410358
2770,0.00045097949456952537
937,0.00045033689391391903
574,0.00044888755954132004
2880,0.00044885918100989687
2877,0.00044885916948007133
2875,0.0004488591687160772
2806,0.00044826689437125057
2807,0.00044826688705714227
1794,0.00044784872257282995
1785,0.0004478487208101626
1787,0.0004478487194748215
1771,0.0004478487113475651
1826,0.000447848708042944
1875,0.0004478486999228791
1886,0.00044784869986786867
1880,0.0004478486907788088
1868,0.0004478486878770877
1842,0.00044784868677915024
1802,0.00044784868112224014
1889,0.0004478486744970293
1825,0.0004478486726197105
619,0.0004470396185509237
871,0.0004449923236824809
857,0.0004446622388751026
486,0.00044400042893289843
1916,0.0004438302300250344
1801,0.0004436211567942954
2010,0.00043939363708273373
1932,0.0004393935899975974
1969,0.00043939358372131515
2011,0.00043939357188853897
2018,0.0004393935709436
1999,0.00043939356964548475
1929,0.0004393935691875524
1973,0.0004393935652839452
2021,0.0004393935619134999
1951,0.0004393935601579883
1977,0.0004393935565921258
2015,0.0004393935563479314
2009,0.0004393935556274173
1982,0.00043939355509606243
1924,0.0004393935500041545
1987,0.00043939354258242105
1980,0.0004393935423431699
877,0.0004382192155223143
2271,0.00043810239147589933
2266,0.0004381023914652348
2283,0.0004381023859217794
2298,0.0004381023830298216
2295,0.0004381023827696733
2262,0.00043810238145141034
2297,0.00043810237825908573
1333,0.00043538124365621406
835,0.00043469244338043017
869,0.000434085064525862
2357,0.0004322576432502741
2135,0.0004321260943555825
7363,0.0004304216437145711
324,0.00043009228200129176
465,0.0004293474600093401
758,0.00042866954792542054
3164,0.0004277349158810442
3166,0.00042773491548220397
2665,0.0004260994367337094
2664,0.0004260994207567174
2663,0.00042609942057745496
2677,0.00042609941857030845
2666,0.0004260994065322158
3193,0.0004260833494530818
2172,0.0004259888932811549
816,0.00042413510280960633
507,0.00042263723951424027
3382,0.0004225819121251153
1337,0.00042139459013714733
1090,0.0004189777170762387
3081,0.0004182358988850437
3078,0.00041823589839415414
3046,0.0004182358940635553
3045,0.0004182358940635553
3096,0.00041823589326158675
2921,0.0004160528381218481
2911,0.0004160528355394602
3034,0.0004139867810203532
3042,0.00041398675826363556
2997,0.0004139867561889933
3020,0.0004139867548307439
2996,0.0004139867548307439
3010,0.0004139867548307439
2959,0.00041398675212068407
3025,0.0004139867491762452
3024,0.00041398674826496055
3029,0.00041398674826496055
3001,0.00041398674739269605
3017,0.00041398674307789135
2809,0.00041327414613386156
393,0.0004130601208470282
1222,0.00040987525804938083
515,0.000409618034525408
524,0.00040548367309967
1330,0.00040522060093270754
205,0.0004047754358627637
714,0.0004041126981465598
1569,0.00040399935251057346
1328,0.0004034898245759603
754,0.00040271460010167574
914,0.00040264019378555125
1291,0.0004023684272828728
2715,0.0004015335019473216
1385,0.0004009834480884988
1347,0.0004007165942420372
1793,0.00039799099182345494
1202,0.0003975278743194623
531,0.00039731339376369813
1139,0.0003970588550445849
3126,0.00039690166715211205
390,0.0003967106861987566
1213,0.0003958765563482955
2564,0.0003957061394035996
3242,0.0003948262799194485
3244,0.00039482626779676705
3243,0.00039482626473590364
3221,0.0003948262602283512
3199,0.0003948262597765498
3230,0.0003948262567344925
3237,0.0003948262556213794
2762,0.0003946698259996076
1888,0.0003946581591992343
2122,0.000394252112000416
2192,0.0003932854574154061
4057,0.00039302156422892017
361,0.00039301033097319726
1380,0.0003926433561900937
218,0.00039102737418840824
461,0.00039058028043488665
5533,0.00038994826702616023
1444,0.00038898685732420817
2831,0.0003872564903102424
2828,0.0003872564891631456
2825,0.0003872564885025634
2845,0.0003872564877771845
2837,0.00038725648743676
2844,0.00038725648743676
2842,0.00038725648629438323
2841,0.0003872564801226517
2834,0.00038725647377724193
1193,0.0003870754521525067
475,0.0003870062202858181
2876,0.0003853682905373981
603,0.0003848105751121921
3355,0.0003836556062624134
3357,0.0003836556054214918
3055,0.0003831845725378554
6123,0.00038236929489540364
1600,0.0003811049375416404
2263,0.0003807355797696357
1261,0.00037942129312505744
904,0.0003791157613349988
2187,0.00037860577292539866
337,0.00037847153947284017
621,0.00037796309797364557
587,0.00037671324367233544
2742,0.00037611742033751797
502,0.00037590409137128606
2626,0.0003758729723505435
3332,0.0003755543569964444
2137,0.00037533963550065804
662,0.0003752432947322621
777,0.00037380459968081807
1307,0.0003737092051359205
1302,0.0003704716421881709
2808,0.00037023582841109906
2579,0.00037021577915197776
2431,0.0003691455406116356
4934,0.00036873479256668514
1121,0.0003685317220377521
2533,0.0003669745761474358
734,0.0003669513997614212
940,0.0003658784145796116
7361,0.00036586086612337693
1308,0.0003657855297295487
1311,0.00036507718096769797
1388,0.00036505780278360366
633,0.0003648053816377035
1877,0.00036380893144805657
598,0.00036337171064100657
457,0.00036329994095564416
525,0.0003624788937575853
7359,0.0003621207811812703
3303,0.00036196968789456294
3320,0.0003619696835821103
3305,0.0003619696832349017
3307,0.0003619696825073961
3288,0.0003619696798790299
3289,0.0003619696779072379
1603,0.0003618506620274564
1355,0.0003612372348415504
2756,0.0003603980514958725
1911,0.00035984302666502624
1055,0.00035974770830285647
681,0.00035963989982400483
7602,0.00035959327989580007
533,0.0003592954767416044
1856,0.0003591085053542892
1723,0.0003589953337724608
1198,0.00035874446716427605
2568,0.0003579116886286839
1387,0.00035777673360307187
1310,0.0003569345610312942
1555,0.00035684038071265273
1578,0.000356801069787451
1583,0.00035675223063346177
152,0.00035669798540940664
490,0.00035629851648042804
580,0.00035591408636337005
1326,0.0003555841046168953
328,0.0003554711367234379
2733,0.00035547080052023624
1799,0.00035528992599075516
2282,0.0003551827171474832
511,0.00035489603337449983
438,0.00035438833264911894
1300,0.0003543595302141448
1988,0.0003543167435671523
1113,0.00035298673268443874
2805,0.00035295425369266025
162,0.00035289976191024946
1746,0.00035216033835954943
3359,0.00035094683987046043
3233,0.0003506903030456959
1598,0.0003506153440912626
2886,0.00035061317281859456
2456,0.00035055097205812115
371,0.00035042509755321797
1377,0.0003503903300016135
24,0.0003502586475903998
471,0.00035010940344080407
2931,0.0003500867431213712
583,0.00035003660242125873
2776,0.0003495012740863962
2132,0.000349443510345382
1294,0.00034872943737435726
799,0.00034839875655442846
3408,0.0003483985246858172
1338,0.0003479939660018392
798,0.0003475601444738512
321,0.00034751828841425564
2774,0.00034701561983032465
2407,0.00034673599187479257
1345,0.00034650507191068904
93,0.00034640006832421853
537,0.00034628273065140635
416,0.0003459760166268479
2489,0.0003452779441828557
