dst,pagerank_score
1,0.03528996807426763
3,0.01496119099575731
4,0.011526372852975359
13,0.011102323206673098
177,0.008984449322165702
7,0.008962488019264962
2,0.007774820263029856
798,0.007394206900533738
16,0.006915722575246331
6,0.006857662682264151
10,0.006566400222877971
18,0.0062691856502913885
11,0.00612094141375225
5,0.006097542233430452
8,0.006084818152331979
58,0.005358373133050958
14,0.005302918260770428
12,0.0050777651745313596
79,0.005072920466039704
57,0.004866869229000838
69,0.004521480836603562
61,0.004401877362201122
23,0.0043164153624838586
46,0.004073245027718394
27,0.003955010851643316
38,0.003940081575242483
95,0.00371488759229586
7564,0.003701691201322625
15,0.003701554923070214
28,0.003654779856846075
33,0.003517345555809174
176,0.0034757402943598145
17,0.0034592967910980965
35,0.0034166760167485106
9,0.003391696397610491
93,0.0033879461087360932
30,0.0033849757773434792
25,0.0033228181095023485
48,0.0030451728006949566
26,0.0030179303257992325
40,0.0029534190354555023
22,0.002941362791052149
68,0.0029014997483426757
50,0.0028484797167332024
51,0.002809586473046646
117,0.0027504711058507227
204,0.0026551475586221005
748,0.0025330622655904697
468,0.0023654070332062523
52,0.002365066966246053
145,0.002361344788624872
359,0.00233918641691069
36,0.0023308150231659995
239,0.0023060179816803993
121,0.0023058705136601303
317,0.002295850458274602
7533,0.0022953184864448217
39,0.0022763413087465677
89,0.002174649053151781
146,0.002151808641148321
72,0.0021446512145724514
7565,0.002129206716328776
151,0.0021134640469501953
7596,0.002092453337407785
901,0.0020920280769688455
19,0.00207333467623339
130,0.0020256488530922636
55,0.0020146136473305053
21,0.001993906170577474
139,0.0019745139762106455
78,0.0019608026067145703
43,0.001957139609124414
224,0.0019467373265192821
150,0.001894891760613494
178,0.0018831925273082675
20,0.0018723645800066372
29,0.0018291714616170305
65,0.0018120945132973692
87,0.001801627046898431
128,0.0018002395533384858
44,0.0017998251323252537
60,0.001789340553333846
96,0.0017856687136111648
42,0.0017678020359259145
82,0.0017606324781892565
24,0.001758169832418649
114,0.0016794454477882493
84,0.0016779346514206827
496,0.0016707348139599384
153,0.0016678664265188882
71,0.0016583512957002008
125,0.0016552512573697077
102,0.0016400133278329366
76,0.001605623482507448
272,0.0015973850815036955
7595,0.0015860981288560402
63,0.001581605265539676
32,0.0015652256000965928
194,0.0015405754552725375
116,0.0015398287502625277
181,0.0015286735016875454
49,0.001507404849518389
553,0.0014910629633532162
340,0.0014905093762690377
393,0.0014758307576476645
143,0.001417447969190416
541,0.0014112835916606187
108,0.0014086558956827432
7514,0.0013993183203847817
137,0.0013879294151749198
81,0.0013731382058304572
129,0.001369674842957828
66,0.001367862378513325
166,0.001356464046503704
2336,0.0013402222590667334
56,0.0013379714992291336
140,0.0013319959350890963
83,0.0013290460097792848
74,0.0013234099809264705
37,0.0013233814150213127
45,0.001318028305115183
142,0.0012969328497133047
127,0.0012881313980655548
34,0.0012806039545413045
92,0.0012703831824218046
226,0.001251833404139514
111,0.0012513544581420157
99,0.0012394977232135043
