dst,repulink_score
1,0.01793467787408378
2,0.0031466516883124893
3,0.0013608392746679626
4,0.003907226379060475
5,0.0005994357881973189
6,0.002939439659052825
7,0.017041193995123025
8,0.0013252424826238232
9,6.894512391492061e-05
10,0.0011390392763610015
13,0.0061982614117863455
15,0.0008701729720913751
16,0.00027053382259866686
17,0.0020840251670300866
19,0.0011259104810008404
20,0.0019678457640826884
21,0.002561060635824076
23,0.0019739040449014414
25,0.003628632599410572
26,0.0006250476513263245
28,0.0016279709202931024
29,0.0019180088786319445
31,0.0009584524354922632
32,0.00040192613573035863
33,0.0011800363046648493
34,0.001176461105935923
35,0.01401215564456541
36,0.0022318786573446788
37,0.0009296338666134202
39,0.0023784305751729626
41,0.003979134091980981
44,0.0005777900828931699
45,0.0009765272015712041
46,0.0009139669643292805
47,0.00014165560719976714
51,0.001584185131588223
52,0.00011187075731625207
53,0.000493439669204534
54,0.0013108655225945371
55,0.0002662536093919347
56,0.00024333933099446051
57,0.0022492803602009045
60,0.0052496033518985765
61,0.0010387850392046122
62,0.00257670301355435
64,0.0030952980670842984
65,0.0003874992688263265
66,0.00045028176765258437
68,0.0005317815022603547
69,0.0014687051081913463
70,0.0002504133205088558
71,0.0004164753591706218
72,0.0011191419436460972
74,0.0009581733088062832
75,0.0007174910802011252
76,0.0004755509146064965
77,0.001689047718282669
78,0.000719006386692948
79,0.0003229799214937333
80,0.0007294035417185101
81,0.0012285187423920587
83,0.00039975199453816607
86,0.00011669364365724361
87,0.00019987342853559036
88,0.0006628098226159953
89,0.0002196982639081129
93,0.0013518937263483908
94,6.381950921887892e-05
95,0.0002171139040152192
96,0.0013115735912099598
97,0.0009980544304772545
99,0.0003796355699218625
100,0.0005745798256358305
101,0.0009699226513117433
103,0.0012774450585552005
104,0.0028918572017475963
105,0.0005174553436331935
106,9.7011192183568e-05
107,0.0006416496230557019
108,0.00033916527274769216
109,0.0006840720342274985
110,0.0009281036712330956
111,0.0005800116714154476
112,0.0006083573043527195
113,0.0013953967890224606
114,0.0002873759321534546
115,0.0006898958041038522
116,0.0002516482538970181
119,0.0008346794002040024
120,0.0005964167679608281
122,0.0003018968108797978
125,0.0008119671018000559
127,0.0008702668134018521
129,0.0002719125068326556
131,5.6773229628122134e-05
132,0.0019073860629388545
133,0.00013797196191759085
134,0.000872048134899673
135,0.002941542210844966
137,0.00010091461136911122
138,0.0003793058139488968
139,0.00014833139888599569
140,0.00018512378286039653
141,0.0011378907511358837
142,0.00045441127895674187
143,0.001541563766022607
144,0.0017526384761636562
145,0.00012191186130303212
146,0.00029111063332249365
147,9.50727266411752e-05
148,0.0006608609076470544
149,0.0010888531431914525
150,5.8270559628448084e-05
152,0.0005043706193177776
153,0.00023018431996067512
154,0.0003172745240959886
155,0.0002868850117572811
156,0.0002650826445364187
157,6.6793901895841e-05
158,7.920930725997588e-05
159,0.00106900657647206
160,0.00022343090451191146
161,0.00012098845398220457
162,4.181647656118053e-05
163,0.00028302299026709387
164,0.00027731318526650446
165,0.0004460148453457584
166,0.00045226878629165367
167,0.0007285650041909071
168,0.0003642364013518202
169,0.00029424429530897317
170,1.9869231849697663e-05
171,0.001311449382783124
172,0.0001267680286095841
173,0.00012666169227237517
174,9.543062560647121e-05
175,0.00010141797176463754
176,0.00012328440024441778
177,0.00021129415268743428
178,0.0012690302134671192
179,7.949007735347538e-05
180,0.00035885951378559095
181,0.0001591717165258406
182,8.862936733015546e-05
183,0.00011821911150086347
184,0.000547947807238072
185,0.00016826219398133137
186,0.0003425093745192582
187,0.00028352485559504214
188,4.483537142102216e-05
189,0.00012837174406028082
190,1.8878506730508016e-05
191,0.00021560023598194837
192,0.0005716119557664963
193,0.0002560741477672469
194,0.00014322283361171916
195,0.00034468160685944817
196,0.00010912635188823586
197,0.00026383285471159293
198,0.0022169640624519486
199,0.00019135484169785323
200,0.0003271853330833466
201,0.0002127160000103028
202,0.005758736286894152
203,0.00039602152043795297
204,0.0007021590112775549
205,4.9279852804976844e-05
206,0.0009454821219017706
207,0.000190408957471643
208,0.0002299815781194276
209,0.0013896271628017686
210,0.00031596539859808507
211,0.00010073272794479067
212,0.000250436723951345
213,6.839602306626736e-05
214,0.0005121005786455186
215,0.0017862410209225088
216,0.00019471829600686323
217,0.0001604318681788382
218,4.002306935732069e-05
219,0.0006055778058866574
220,2.4800882041067358e-05
221,0.00026668456518711586
222,0.0007295154945653168
223,0.0011276578399163698
224,0.0003652446262797403
225,0.00035338121619732263
227,0.00019722726255356568
228,0.0006569157325515343
229,0.00017402599276628757
230,0.0008475275034028597
231,0.00020140114158645562
232,0.000109671195919874
233,0.00041276857822967073
234,0.00012652624457080847
235,0.0008977692230292037
236,0.0002370916355089251
237,0.0002327762150128202
238,0.00016933676821305184
239,0.0005005436101347285
240,0.00014109977412429163
241,0.0004924441025582063
242,0.00041091281248899393
243,0.0007997467142970314
244,0.0005049927535319943
245,0.001054528881911377
246,5.763011685195158e-05
247,2.961252909411302e-05
248,9.433783658620647e-05
249,0.001307818885378517
250,0.00033280209016168914
251,0.0004247004843368269
252,5.448498691632897e-05
253,0.0
254,0.00027795738161612835
255,4.5549385950715e-05
256,0.0009946221453594405
257,0.0014219810289944307
258,2.3935709520803818e-05
259,2.311254631902137e-05
260,0.00013190081455278482
261,0.00027747104849942187
262,0.00018439669782735574
263,0.0001276852744343142
264,0.00012457597149480608
265,0.00016629144951902172
266,0.000521701375080988
267,3.109049925532478e-05
268,0.00025602073933809946
269,0.00017888288163249238
270,0.0018288563467411438
271,4.582918752463049e-05
272,0.0002857221769470344
273,0.0010507304630435334
274,0.0007595591519885594
275,3.951080564877672e-05
276,0.00020296376369533778
277,8.590189140026352e-05
278,0.0008749975142099662
279,0.00010017762584856323
280,0.0011955041212022572
281,5.557541109111528e-05
282,0.0003932151566018962
283,0.0007167782065730618
284,0.00030381954347555155
285,0.0005028760091710584
286,0.00011085586162234343
287,6.736419691721805e-05
288,0.00017928302408337616
289,0.0002007612986157086
290,4.62493866523407e-05
291,0.00020387435821581822
292,3.7082317938507676e-05
293,0.0004982104569234297
