dst,pagerank_score
6.0,0.015449645598896711
2.0,0.016231757117778755
5.0,0.011581341563726512
1.0,0.05789797896695273
15.0,0.003090799185730137
4.0,0.00921726566568328
3.0,0.0020483463173975643
13.0,0.026948040198514944
16.0,0.0036705480302159765
10.0,0.016741351032589856
7.0,0.008663149501958964
21.0,0.016318473977743716
20.0,0.015102381585347945
8.0,0.006846950140473518
17.0,0.007940999900462117
23.0,0.004986112661836452
25.0,0.010746389819218
26.0,0.015288731255481962
28.0,0.051914017335003705
29.0,0.024905848283563504
31.0,0.038144447857939176
32.0,0.008089316647303208
34.0,0.054030768982862486
35.0,0.049510845718356664
36.0,0.007556442901543543
37.0,0.014847212210949496
44.0,0.044275921427509725
39.0,0.014091451656812243
45.0,0.020238699861610664
19.0,0.030767295266061794
46.0,0.025290741999919285
47.0,0.0031409844783248865
51.0,0.020861172035383815
52.0,0.002351550035170588
53.0,0.01771833908176467
54.0,0.016802448971754817
41.0,0.004330986098435833
55.0,0.01744473181645767
57.0,0.007540737206967133
61.0,0.018498865349519875
65.0,0.02153165167896102
56.0,0.0001773602134742456
66.0,0.02687232665540747
69.0,0.01740926973540184
70.0,0.0018473316636719397
71.0,0.017049255108778697
72.0,0.02100375985859675
74.0,0.0337269083663009
75.0,0.008091627657384389
68.0,0.015026186544578355
64.0,0.033802811622581044
76.0,0.013112362441136874
77.0,0.04594754624762968
78.0,0.014487401419540899
60.0,0.01225417426242662
79.0,0.0161921658534302
80.0,0.002783109125630476
81.0,0.025318628949413287
62.0,0.004836528843324268
83.0,0.02252106387652106
104.0,0.027258096447492944
86.0,0.005447893150441027
87.0,0.008480826310286252
89.0,0.009930877011033713
94.0,0.0012305129187994276
95.0,0.0014378588724314318
96.0,0.019272254467617232
97.0,0.013246758433671152
99.0,0.0035003887440432212
88.0,0.011858094038729025
101.0,0.02097148753929696
100.0,0.01931385710407576
103.0,0.029224838920945156
105.0,0.017908345218500325
106.0,0.005438883285964406
107.0,0.02331795522554654
108.0,0.010009296025620389
109.0,0.00927133775303838
110.0,0.014193151590410532
111.0,0.009945645853133867
112.0,0.02238641462499635
115.0,0.0118341003385746
114.0,0.0018551426876302496
119.0,0.011491710178016751
122.0,0.01315995924041442
127.0,0.02224990315456781
129.0,0.003433174768279389
116.0,0.012105472266062107
131.0,0.00347230799975775
132.0,0.010950852443262637
133.0,0.012302471883758227
113.0,0.010566504610646094
125.0,0.044136044793842776
135.0,0.04359083004241045
134.0,0.008377041615413961
137.0,0.0057117977379481785
138.0,0.0215995413399576
140.0,0.015995025645316723
141.0,0.024037193063524323
139.0,0.00841634977948824
142.0,0.0069399457373241925
143.0,0.10051189365680778
144.0,0.0012669236911209995
145.0,0.004920052739671651
146.0,0.0007839280761690185
147.0,0.0018149327405060861
148.0,0.0006433263559807326
93.0,0.019725632782130628
149.0,0.0006783083554179871
150.0,0.0002456529988422637
152.0,0.0005292488552378301
153.0,0.0009096090787174832
154.0,0.008781663431088845
155.0,0.006709413766102417
156.0,0.00415209796277456
157.0,4.615843234474579e-05
158.0,0.0010394575771264661
160.0,8.596770574228281e-05
161.0,0.0009087072485788219
162.0,4.432308958098949e-05
163.0,0.0012535793118781029
165.0,0.01798721093174771
166.0,0.0011924331541918836
167.0,0.0062061111661123845
168.0,0.002877029604815077
169.0,0.021941219045728155
170.0,4.782253499418033e-05
171.0,0.00034522330688604427
172.0,0.012896777319120499
173.0,5.2072473688299745e-05
174.0,5.3722853581012586e-05
175.0,0.0018220180835583036
176.0,0.0001905361715076062
177.0,8.20881715562398e-05
178.0,0.0018415686172239165
