dst,absolutetrust_score
1,0.10961396307120518
2,0.03124041842507941
3,0.005259697563931821
4,0.01651933193071961
5,0.02352443749898071
6,0.03060759888340818
7,0.003988036954449711
8,0.014791321228378493
9,0.0030884941486301913
10,0.033588422925169406
13,0.0504066340706651
15,0.005921337368472947
16,0.00736357658950455
17,0.015632338412225277
19,0.06138768830941958
20,0.030111768553509676
21,0.03150288950176056
23,0.008615510627509199
25,0.016831032204581826
26,0.02972010433780813
28,0.10322369276695514
29,0.04860910055643182
31,0.07670054578836447
32,0.016383785799158425
33,0.02691744207564427
34,0.10859644911310062
35,0.04988633995756327
36,0.012670303008787293
37,0.029866803402540575
39,0.02740691605708056
41,0.005275229825503991
44,0.08841034657002766
45,0.03971757491065202
46,0.050497214582292456
47,0.006874056354879471
51,0.04042933609921859
52,0.004742790029384252
53,0.03537355049467384
54,0.03373369855753902
55,0.03484920643994468
56,0.0007353476012129785
57,0.013928514636859327
60,0.019504541555768085
61,0.03682245608157302
62,0.010135227511198013
64,0.06568307351064225
65,0.043002551837477865
66,0.05365726377624617
68,0.030230718546046073
69,0.034062626940786114
70,0.003701013422822554
71,0.0351726492886143
72,0.041823621524663894
74,0.06844023638048306
75,0.01490743321848578
76,0.026550058866142468
77,0.09132581687245207
78,0.02881228142811311
79,0.032351664270515924
80,0.005282594752473591
81,0.050553963589834904
83,0.04505775707203399
86,0.011001215345575452
87,0.01696862295368325
88,0.02439170324774688
89,0.019901694981389086
93,0.03892879775387837
94,0.0025049272013332987
95,0.0023680041838756937
96,0.03771469493616464
97,0.02604397326754623
99,0.006969750869734619
100,0.03872302184098133
101,0.04183063082081319
103,0.05838264295964322
104,0.05252897830184912
105,0.0358532863351533
106,0.010925494721510156
107,0.04656623000272451
108,0.019991881463789177
109,0.018410792995915113
110,0.028259852382185414
111,0.019960528546230576
112,0.044233232000187604
113,0.02026023956260302
114,0.0037725351067338913
115,0.02240155831572481
116,0.02419831887298275
119,0.02312230692205958
120,0.030621132547443926
122,0.026309084667096114
125,0.08798408489060065
127,0.04434387864665457
129,0.006863823574634864
131,0.006969099272209664
132,0.020572430800547898
133,0.02466350305952571
134,0.016692781771168216
135,0.08321520539949918
137,0.01148617887909817
138,0.04369359382555119
139,0.01711392897738167
140,0.03204000560130273
141,0.04748625480994757
142,0.013737642347254884
143,0.20006294712844527
144,0.001614563263890221
145,0.010978040494527922
146,0.0010763557448978402
147,0.003594771402794633
148,0.0008077495085179224
149,0.0012248839291449502
150,0.0005727716755120576
152,7.540633916520868e-06
153,0.0018451351510268062
154,0.017489259694231225
155,0.013418183977713214
156,0.008462066516989226
157,0.00017886448021082666
158,0.002104853276987779
159,0.00676337631819107
160,0.0001940481230471052
161,0.0018485716720037216
162,4.737204111253113e-05
163,0.002379429492853917
164,0.004209594608488827
165,0.037013543435990434
166,0.002108894862398177
167,0.012372645277362392
168,0.005873010220741924
169,0.04379252055392694
170,0.00015568929274946823
171,7.517295318047458e-05
172,0.025776270723598557
173,3.409730778267076e-06
174,0.00015867608131160118
175,0.003685498373648644
176,0.0004107573092791578
177,0.00013712809997900566
178,0.002463195622763984
179,1.3224185957579163e-05
180,0.004234335994772761
181,0.0005322380008220312
182,1.518105903632432e-06
183,0.0005282172114909971
184,0.00040266565325093395
185,0.009746657464089984
186,0.0014515194118634625
187,0.045771549498795
188,0.001328563315798885
189,0.002242553748946559
190,0.0006634553141826133
191,0.014730174753076024
192,0.006624979270581994
193,0.014204914799519198
194,0.001319612062645588
195,0.03524368375723957
196,0.00013246006403903326
197,0.0014464168300812508
198,0.026028856876962846
199,0.004163018366878649
200,0.005040681892431132
201,0.0021047826715052424
202,0.0005430953841661829
203,0.007104889997691264
204,8.505625758121615e-06
205,0.0011834319518846598
206,0.0017284281948996985
207,0.001056962126084115
208,0.004604465083341757
209,0.00040210503961810094
210,0.049707852058052074
211,0.0035517116736000776
212,0.004080287744970053
213,0.002370616564101951
214,0.0040971798570410885
215,0.014534003177963028
216,0.006803871884467268
217,0.014598084077053678
218,3.7526603326311964e-06
219,0.0013341926388480735
220,0.00013149243909829552
221,0.0012689274127628365
222,0.015602748760830832
223,0.03116370806629604
224,0.0019175573947449764
225,0.03267380596105591
227,0.00045490543513515916
228,0.0017178681931132901
229,0.0025018826044419353
230,3.638919220483007e-05
231,0.000533920665932063
232,0.003159528617255461
233,0.030902255303416983
234,0.005819668820160244
235,0.034716321374418595
236,0.02419524526186408
237,0.016043493387938153
238,0.013310234240513155
239,0.010543832975300529
240,0.0003965795960041357
241,0.006787564531520786
242,0.0042252977267541675
243,0.004080147351502952
244,0.002112515946009673
245,0.0069736803425135665
246,0.001406778027508959
247,0.0016420773185489403
248,0.004340779473606416
249,0.01552664836234279
250,0.0049987403569504525
251,0.004093298129127311
252,0.0025021090032002462
253,1.8558005564707207e-07
254,0.010260610268336858
255,0.00224223520092698
256,0.0001389213434977349
257,0.006355968133296978
258,6.258901760054656e-06
259,2.1034791111633887e-05
260,0.00026298487819659104
261,0.006081958041404977
262,0.00041837861985669805
263,0.0002663627317642521
264,0.0010519395127863642
265,0.00016295886173043657
266,0.0004702874947955226
267,0.0021084032779079475
268,0.0004011789107767426
269,0.00710381420999149
270,0.005878945914921908
271,0.0005597795229442198
272,0.0001465181807582173
273,0.0018484938911961636
274,0.0004254997569839591
275,1.740306038338809e-05
276,0.0006637750021789627
277,0.00947714854426202
278,1.6667285092194659e-06
279,0.0069728519325422955
280,0.0015148062673118402
281,0.005785667320325003
282,0.026301093699311117
283,0.009746515566066089
284,0.0003997279416625862
285,0.0018695463022407282
286,0.010915294968180313
287,0.007627318241558102
288,0.003574304770905177
289,0.029587214615062595
290,0.006055402420290382
291,0.008547535161848288
292,0.00026440069614268953
293,0.004735029382029853
294,0.006841316912007736
295,0.057731952975893286
296,0.015914295209790128
297,0.020513209342586394
298,0.0014494686510208164
299,0.038266276043919606
300,0.013414591429007054
301,0.05774983881960257
302,0.00854700854138921
303,0.014344856554302371
304,0.0003293311068582969
305,0.0010522844485964119
306,0.008021383720806075
307,0.02064584505374993
308,0.0009732936422629956
309,0.0010329497375571484
310,0.01275604260583114
311,0.007164759760677353
312,0.02720581458994369
313,0.0015843292189255055
314,0.007235851659440663
315,0.018014464156466486
316,0.00448389030980554
317,0.002240903744406115
318,0.017359437553975763
319,0.026431190782351698
320,0.030642850608347403
321,0.0010576812888165707
322,0.0013970861857482413
323,0.006181128467317826
324,0.00627644481872982
325,0.006819445071741885
326,0.016834742283478196
327,0.008697902867507028
328,0.0007980168564353856
329,0.055892557748551536
330,0.01455785830124834
331,0.016963003410802136
332,0.008205705130470566
333,0.028669176557753553
334,0.00736357658950455
335,0.01643655488728694
336,0.006574621954914777
337,0.0006574621954914776
338,0.0010519395127863642
339,0.005788213374137949
340,0.020649449835504683
341,0.0013149243909829553
342,0.015875482863737782
343,0.0088099934195858
344,0.00618014463761989
345,0.019593487072107594
346,0.003946289065738309
347,0.0001369558402487576
348,0.0027619197517389994
349,0.01604306139968999
350,0.018400477110941442
351,0.001451250961798102
352,0.005921475784477564
353,0.00941363115506946
354,0.027222644972243543
355,0.002247552157259181
356,0.006202219510150459
357,0.018017154810978896
358,0.006840077332336326
359,0.008951448810513588
360,0.021172499227487276
361,0.0009160087793619028
362,0.004207758051145457
363,0.005016014778746465
364,0.005785667320325003
365,0.01946274466385781
366,0.013434246540092934
367,0.009205454566578624
368,0.03235085009707707
369,0.03155818538359093
370,0.016738704698320322
371,0.003947407242820681
372,0.009222237949849795
373,0.005259697563931821
374,0.044840444271426555
375,0.019991837641642925
376,0.016831032204581826
377,0.010783635532941782
378,0.01448450335917081
379,0.001849165279152069
380,0.004210303452338383
381,0.03931623929039036
382,0.04327326373200834
383,0.026167928620743273
384,0.013125540444239171
385,0.06574767496462043
386,0.01987457573675847
