dst,powertrust_score
143,0.20047349708723952
737,0.1731850866414656
790,0.16884798669699336
1179,0.15333511786363174
1719,0.15000797443356964
4416,0.1238182248345076
780,0.11962873832617817
1,0.11416457690044823
34,0.10785790793537779
1516,0.1078354083494285
791,0.10522883856056009
28,0.10355281493476214
1619,0.10310691049557835
1621,0.10099895754282262
401,0.09540375970514935
4415,0.0931148266901271
77,0.09183275158824797
725,0.0917109661231736
1753,0.08986500604440381
44,0.08842737416690712
125,0.0879764234510393
550,0.08681197088152323
2512,0.08469516966851491
135,0.08450438400039854
735,0.08228857723585614
849,0.08219955728793127
1440,0.08126768356921435
726,0.08075966256064733
1191,0.07708883790291952
418,0.0766142303755264
31,0.07617046638590273
2239,0.07600262984873371
1029,0.07587711959407298
4969,0.07103409549234585
1623,0.06932612969502604
738,0.06891099283480531
1401,0.06865743281971064
438,0.06799991338540871
1756,0.06785009861928477
74,0.06733869873188439
1164,0.06668877457490949
64,0.06668377929158499
433,0.0665814516495914
385,0.06575525573855608
918,0.06535873840556986
717,0.06525167441718653
2120,0.06497535612631661
549,0.06457495483865425
1909,0.06338497237717358
295,0.06242439295698561
449,0.06170582391627547
19,0.0616304679184769
1178,0.06101556334834709
1247,0.06010781702032816
103,0.0584171318720356
715,0.058142343963623035
398,0.05802238019233925
1432,0.05799655104392053
1620,0.05791605210145782
1606,0.05786145244266868
301,0.05780308566249109
4282,0.057732027479823665
1617,0.05680984067582103
546,0.056787352657126575
329,0.05589523842349033
35,0.05567699312035952
2066,0.05562620800188957
776,0.054585205406444424
1749,0.05445243969178767
681,0.05433967368216018
1172,0.054195966746715674
2969,0.05394963144679197
645,0.05367806699925127
66,0.05366332390595709
104,0.05338882145421732
395,0.05296212761087413
388,0.052737309870006556
3281,0.05243947723142748
1075,0.05222532562340111
2118,0.052128160864768125
555,0.052074534747830165
1894,0.051712191775558934
563,0.05159651688719483
443,0.05143091697218296
5038,0.05142285820472439
1399,0.05128881952761344
81,0.05081870016163628
854,0.05068559851897225
46,0.050502835898379096
3655,0.050331167249798435
634,0.05029850722033156
3540,0.04987343426213244
210,0.04971806325625236
1274,0.049712607039418204
1429,0.04971089942671938
29,0.049612003492190755
786,0.049532610660058
1405,0.04905203596897257
1014,0.04904426763517324
1577,0.048917780024056855
2227,0.04853338218396423
13,0.04845405054584063
1409,0.04839606052233583
843,0.048002729894136405
576,0.04794945187813475
1396,0.047946764316898816
141,0.04768283254429766
723,0.047482704149940574
883,0.0470932649778969
1023,0.04708917946688032
722,0.04695884065223263
1173,0.04668620798885905
107,0.04664661979852795
5958,0.04650654059368945
689,0.046473997975473164
663,0.0464389893985893
1903,0.046428856268024565
187,0.04577524867419194
2144,0.0454470326091455
5952,0.04544242325983393
83,0.044978767724161116
374,0.04491081162852452
879,0.04473343594466374
3685,0.04459496838167598
2228,0.04458353395834847
733,0.04440582955589878
127,0.0443717254045107
112,0.04435033721174938
169,0.04411129359514638
1712,0.04382309573701911
2656,0.043541770154265705
860,0.04354044308972451
1613,0.043397861084032166
93,0.0433031975114242
382,0.043268873326848784
1918,0.0431616778427658
138,0.04315503169932458
65,0.043003383766478186
1177,0.04287560480236724
586,0.04224720066738693
402,0.04214306130423685
72,0.042023204857414904
4161,0.04195035498356644
551,0.0418504091510379
101,0.04171391140854297
1111,0.041689823514836154
1390,0.041032059525951195
2113,0.04084820216961253
51,0.04070507977074566
2236,0.04050638643605079
2115,0.04038007533111425
2464,0.040142831178091136
664,0.04014072789547146
45,0.039933416611080165
1024,0.039884753195403674
4045,0.039881651986401846
850,0.03946634090649799
728,0.03946061072367821
381,0.039349785120027604
1190,0.03934403388219514
639,0.03924718926974948
440,0.039221421940450384
447,0.03905357605366293
2643,0.03895859877906538
429,0.03893568324311021
3505,0.03892434398120152
100,0.03863776095695467
763,0.03855503180763251
1304,0.03853387351969209
299,0.0383138931875461
431,0.03831241547588859
96,0.03828509721925153
1323,0.037879504859497704
1635,0.0377583432278116
426,0.03750889097144235
2,0.0373996383882976
1129,0.03738849448842487
61,0.03730142622835803
21,0.03716414924984023
789,0.036952940785517
1935,0.03683062487610707
1288,0.03682922130932308
556,0.03682657506708201
4170,0.03629875989272403
783,0.03617072875117011
165,0.03596392486793356
105,0.0358246156869561
1815,0.03573652329256349
3899,0.03551427524364173
1283,0.03551109294329903
53,0.03544229471487927
1751,0.03543341568984567
1471,0.03540768974865372
2375,0.03537618981189525
195,0.035253894945939716
637,0.035244917323732236
452,0.035081694150974625
235,0.03501895235117869
973,0.03499616453021804
55,0.034859417628385736
684,0.03484873236645389
793,0.03473812581123984
650,0.034681083122404636
69,0.03466190487905813
413,0.034624443760333364
1438,0.03434911123846132
427,0.034198034048122765
1576,0.03415806187296205
71,0.03407111161816531
10,0.034034716787277375
4162,0.03395235829815261
1020,0.0338356004731402
1892,0.033816127007543446
2059,0.03380795733447105
1754,0.03377223616171012
54,0.03374986142354624
1207,0.03372137921780408
4412,0.033672036252131485
4454,0.033671379492058146
2636,0.033561122255390166
4037,0.033535788020503485
697,0.03334888528555162
590,0.03330386753946022
446,0.03316399948420083
2995,0.033008719470320545
2174,0.033001917282759724
223,0.03293214494563355
39,0.03289332483410781
686,0.03266550066696757
1400,0.03263494957975075
766,0.03261012491779578
225,0.03250489076644137
2528,0.03248398863170535
1437,0.032466954300151486
368,0.03236106128387719
79,0.032352496192520695
1776,0.031973109764649586
5144,0.03196992208467472
140,0.03196101624487974
421,0.03188110784259877
394,0.03160359890153792
369,0.031591731208132634
6,0.031506657862409845
1574,0.03148585583551383
1895,0.03143123949276991
1975,0.03132206119465073
2028,0.031231212305392837
4061,0.031171988454590953
2444,0.031054261798633215
408,0.030949424266727237
233,0.030942012730288897
4040,0.030774928258583818
1411,0.030661463197424032
20,0.03065927919428629
2244,0.030596914910722268
120,0.0305499556936895
2694,0.030506838531040806
2063,0.03039141742994454
3420,0.03037987482131681
1397,0.03037814290209864
2652,0.0302665038003791
1908,0.030246747058234897
1268,0.030231368924226936
751,0.03012694564819623
1642,0.03011985058119076
68,0.030074563288828654
853,0.029944412262310125
26,0.02988697154257997
1476,0.029869279764480176
2161,0.029853371705374807
2062,0.029729113370956378
289,0.029602316094436986
4168,0.02951242503365258
1163,0.029492203491230416
37,0.029490137818681355
1716,0.029456434682996815
390,0.029452578927702366
665,0.029348188690332837
3410,0.029327047337692636
2685,0.02931556087504551
2052,0.029209343302566027
3065,0.02920775622365018
3502,0.029196396549070563
78,0.028825926319113192
997,0.02875638997966346
333,0.028707283997023648
3428,0.028677808943583284
993,0.028538680251698593
1392,0.028440881848287466
588,0.028413407618796082
4931,0.028404853238931715
110,0.028355239326125062
848,0.028287276008217684
3138,0.028146749341598505
4414,0.028144039227278414
975,0.028050519328901496
4055,0.02803724485952317
1181,0.028023125951497502
3174,0.027905532619804514
923,0.02780861169324014
844,0.027756869037011227
4123,0.02774857460372544
1857,0.027495427704211685
888,0.027493922490190503
1224,0.027491602163909525
3264,0.027367493810591795
1910,0.027361660730743906
2215,0.027355783503503598
312,0.027298624172073845
33,0.02726357468974398
965,0.02724602514681765
354,0.02723285615567543
699,0.02723212910135183
3892,0.027140022415173215
2637,0.02709313065448723
4120,0.027087830036838602
3984,0.027019180466419608
2696,0.026964372176281722
1912,0.02689022742370438
1256,0.026832106867864167
2956,0.026831185505553645
1817,0.02672809545443234
729,0.026726714014817066
1108,0.026705012584532856
2864,0.026699274249572236
3499,0.026697149873404952
2218,0.02669296515448606
1596,0.02661912091676546
3249,0.026566672351555288
319,0.026558414727854793
1905,0.02651933174004679
1778,0.026473059988689412
415,0.026372008222856957
383,0.02636923177379083
282,0.026347576411416263
2230,0.026345431414344984
1521,0.02634456326683925
122,0.02631240908138281
198,0.026247422949376452
76,0.026238283874253608
559,0.02619373951999106
5250,0.026179614247993244
1561,0.026172351550841653
2169,0.02617154680024724
97,0.02609363721824931
557,0.026080664850692954
1315,0.026068117010277437
2498,0.02591769036857086
3866,0.0259040105193781
172,0.025787970378584192
5177,0.02577251808019344
453,0.025669277864576158
3932,0.025646329274804234
5199,0.02564102564100878
824,0.025548020533863503
1755,0.0254425709721216
1255,0.02538448304286104
5972,0.025383657452806734
1276,0.025255013351071377
2687,0.025251904476549035
2065,0.0252465483234548
1312,0.025187270314390654
696,0.025159719232526485
4946,0.024997484689536206
2714,0.024983563445085476
1185,0.024836088169304413
2775,0.024771125124140137
3879,0.024740016380589324
133,0.02461232243276731
863,0.024605660345491696
999,0.024465005786411496
2040,0.02440894007103122
3534,0.02437420757281985
558,0.024353099604933693
5142,0.024343427564732036
116,0.024222451298878976
236,0.024209824778516433
320,0.024151215907217447
1629,0.024150106968696208
410,0.024072476945248004
2991,0.02407166107625328
4046,0.023937679740231064
1436,0.02383596851405188
2234,0.023810257624332355
2025,0.023805487645517768
88,0.02369797378703639
1572,0.02366863905323887
719,0.023413984805767802
5934,0.023411010327963788
1906,0.023282364198933515
4041,0.023278234950299483
1403,0.023242546861742985
5,0.023229405916588272
2644,0.023161561859498005
4978,0.02315198435728531
5951,0.023071391874858325
976,0.023016533010409807
1171,0.022888614808322147
115,0.02283619962817711
119,0.022818927915693663
913,0.02278002631288374
432,0.022761680499002377
3284,0.022753548132040485
5953,0.022753548132040485
2713,0.022623930187197026
1540,0.022490563253671162
2037,0.022489245920587066
640,0.022458450389986277
724,0.02238397473623585
60,0.022369549292870175
1911,0.022306580258679005
1747,0.02217536486838208
445,0.022097864273883418
2201,0.02203498838741597
4354,0.02198766337120532
2226,0.021968079155868996
1460,0.021833101057747863
2435,0.021832372496720417
4039,0.02183181811926822
1738,0.021710859711167516
436,0.02164976837407002
5831,0.021597081999055173
1748,0.02157449927775381
1028,0.021519399496973346
1520,0.021478961712510375
2511,0.021470421305792894
132,0.021452526205990908
1558,0.021438623740193882
4544,0.021433267587099646
451,0.021359872094485984
113,0.021356903936070707
730,0.021350521452866242
5227,0.021338214806256146
4047,0.021320766235253894
2032,0.02131765603177745
1035,0.021317019868763065
1167,0.021308430793954412
360,0.02125775385841407
2049,0.021206179910640353
409,0.021198953230818565
547,0.021137647135551798
644,0.02111374894672173
652,0.02108529767018435
994,0.021053546001319725
2501,0.02105151090114842
1412,0.02102811995163556
2046,0.02096582498607115
1036,0.020914368834959146
5277,0.020907297830361004
597,0.020795406886663044
2030,0.020793064567311854
5206,0.020790059154191617
434,0.020788072499209505
340,0.020772288053651482
4558,0.020667587214961605
2371,0.02066657667507887
307,0.02066217926799049
727,0.020657920875505883
1016,0.020656671927973793
297,0.02059133485347445
411,0.020552164532625684
779,0.020546861159481827
2303,0.020537917347428512
1407,0.020524784881854906
1309,0.020522251494245962
4451,0.020518365226713037
5829,0.020517368163188793
1718,0.020517077124072792
5423,0.020515709319812923
2640,0.02051282051280702
1406,0.02040512634352327
685,0.0204042091307748
4342,0.020388158486720244
548,0.02030834831112437
2867,0.020304036580429993
2035,0.02025669120426262
2638,0.02025655080161309
2047,0.020197648906791474
108,0.020139350463704336
1258,0.020136857709980072
4278,0.020134088607320754
2248,0.020123699348347276
375,0.020044913479300763
420,0.020037169461789597
649,0.020008783508165724
3398,0.020000686070463142
1254,0.019996766394549125
386,0.0199950414208682
1314,0.01999220690916262
89,0.019891554328792447
2151,0.019863616955827917
4165,0.0198627256729649
2561,0.019860500320968887
2318,0.0198578830038616
5386,0.01985535831688372
