dst,avg_rating,feedback_count,endorse_count,endorse_norm,hybrid_score,label
705,0.8125,16,65.0,0.04273504270694606,0.6585470085413893,low
4379,0.8181818181818182,11,19.0,0.012491781714338079,0.6570438108883223,low
242,0.8125,16,32.0,0.021038790255727288,0.6542077580511455,low
405,0.7894736842105263,19,131.0,0.0861275476093836,0.6488044568902979,low
2173,0.7777777777777778,54,5.0,0.003287310977457389,0.6228796844177137,low
1377,0.7692307692307693,13,2.0,0.0013149243909829555,0.615647600262812,low
4385,0.7647058823529411,17,9.0,0.0059171597594233,0.6129481378342376,low
2028,0.7240143369175627,279,211.0,0.13872452324870183,0.6069563741837904,low
4179,0.75,12,16.0,0.010519395127863644,0.6021038790255728,low
1810,0.7395498392282959,311,7.0,0.004602235368440345,0.5925603184563248,low
781,0.7272727272727273,11,64.0,0.042077580511454576,0.5902336979204729,low
2388,0.7279411764705882,136,1.0,0.0006574621954914778,0.5824844336155689,low
4559,0.7195121951219512,82,52.0,0.034188034165556845,0.5824473629306723,low
2333,0.6923076923076923,13,12.0,0.007889546345897733,0.5554240631153334,low
2158,0.6666666666666666,15,29.0,0.019066403669252857,0.5371466140671839,low
2322,0.6451612903225806,31,45.0,0.0295857987971165,0.5220461920174878,low
2044,0.6363636363636364,11,10.0,0.006574621954914778,0.5104058334818921,low
3738,0.631578947368421,19,19.0,0.012491781714338079,0.5077615142376045,low
2187,0.6153846153846154,26,17.0,0.011176857323355122,0.49454306377236334,low
579,0.6,15,75.0,0.04930966466186083,0.4898619329323721,low
905,0.6098484848484849,264,2.0,0.0013149243909829555,0.4881417727569845,low
4570,0.6,15,39.0,0.025641025624167636,0.4851282051248335,low
374,0.5454545454545454,11,341.0,0.22419460866259394,0.48120255809615514,low
4026,0.6,15,2.0,0.0013149243909829555,0.4802629848781966,low
1043,0.6,15,1.0,0.0006574621954914778,0.48013149243909825,low
396,0.5833333333333334,12,54.0,0.0355029585565398,0.4737672583779747,low
2399,0.5789473684210527,19,0.0,0.0,0.46315789473684216,low
2194,0.5526315789473685,38,11.0,0.007232084150406256,0.443551679987976,low
1754,0.5,16,256.0,0.1683103220458183,0.43366206440916366,low
4694,0.5125,80,8.0,0.005259697563931822,0.41105193951278635,low
1026,0.5,10,48.0,0.03155818538359093,0.4063116370767182,low
2266,0.49056603773584906,53,0.0,0.0,0.39245283018867927,low
5525,0.47368421052631576,19,1.0,0.0006574621954914778,0.3790788608601509,low
3719,0.45901639344262296,61,21.0,0.013806706105321033,0.3699744559751626,low
4382,0.46153846153846156,13,3.0,0.0019723865864744333,0.3696252465480641,low
2229,0.4375,16,130.0,0.08547008541389212,0.36709401708277845,low
1272,0.42857142857142855,14,145.0,0.09533201834626429,0.3619235465263957,low
5228,0.42857142857142855,14,31.0,0.02038132806023581,0.34693340846919,low
5472,0.42857142857142855,35,0.0,0.0,0.34285714285714286,low
2688,0.4,20,110.0,0.07232084150406255,0.33446416830081255,low
2524,0.4166666666666667,12,0.0,0.0,0.33333333333333337,low
135,0.3010752688172043,93,632.0,0.41551610755061397,0.3239634365638862,low
561,0.4,10,26.0,0.017094017082778423,0.32341880341655577,low
4490,0.4,10,23.0,0.01512163049630399,0.32302432609926085,low
4244,0.4,10,9.0,0.0059171597594233,0.3211834319518847,low
4235,0.4,10,2.0,0.0013149243909829555,0.32026298487819665,low
1363,0.36363636363636365,44,3.0,0.0019723865864744333,0.2913035682263858,low
5596,0.3333333333333333,12,0.0,0.0,0.26666666666666666,low
4840,0.3125,16,0.0,0.0,0.25,low
4136,0.2857142857142857,14,0.0,0.0,0.22857142857142856,low
1318,0.2608695652173913,23,81.0,0.0532544378348097,0.219346539740875,low
1964,0.25,12,3.0,0.0019723865864744333,0.2003944773172949,low
1771,0.24390243902439024,82,1.0,0.0006574621954914778,0.1952534436586105,low
4163,0.21428571428571427,14,106.0,0.06969099272209665,0.18536676997299076,low
3767,0.23076923076923078,13,0.0,0.0,0.18461538461538463,low
628,0.125,16,41.0,0.02695595001515059,0.10539119000303013,low
3345,0.125,48,23.0,0.01512163049630399,0.10302432609926081,low
1277,0.09090909090909091,11,86.0,0.05654174881226709,0.08403562248972615,low
152,0.1,10,0.0,0.0,0.08000000000000002,low
2590,0.09090909090909091,11,45.0,0.0295857987971165,0.07864443248669603,low
3646,0.09090909090909091,11,1.0,0.0006574621954914778,0.07285876516637103,low
2045,0.0703125,128,114.0,0.07495069028602847,0.07124013805720569,low
383,0.05555555555555555,18,199.0,0.13083497690280407,0.07061143982500526,low
2987,0.08333333333333333,12,13.0,0.008547008541389211,0.0683760683749445,low
2962,-0.06666666666666667,15,8.0,0.005259697563931822,-0.05228139382054697,low
1154,-0.11764705882352941,17,1.0,0.0006574621954914778,-0.09398615461972523,low
3233,-0.2,15,6.0,0.0039447731729488665,-0.15921104536541025,low
2661,-0.2222222222222222,18,2.0,0.0013149243909829555,-0.1775147928995812,low
3,-0.2857142857142857,21,40.0,0.02629848781965911,-0.22331173100749674,low
832,-0.31521739130434784,92,48.0,0.03155818538359093,-0.2458622759667601,low
3897,-0.359375,128,87.0,0.05719921100775857,-0.27606015779844834,low
4038,-0.3548387096774194,31,19.0,0.012491781714338079,-0.2813726113990679,low
2897,-0.4084507042253521,71,70.0,0.046022353684403446,-0.317556092643401,low
1543,-0.5294117647058824,51,43.0,0.028270874406133545,-0.4178752368834792,low
4434,-0.5384615384615384,13,0.0,0.0,-0.4307692307692308,low
1991,-0.55,20,23.0,0.01512163049630399,-0.43697567390073927,low
3722,-0.5652173913043478,46,21.0,0.013806706105321033,-0.44941257182241406,low
75,-0.6,10,112.0,0.07363576589504552,-0.4652728468209909,low
62,-0.7307692307692307,52,77.0,0.05062458905284379,-0.5744904668048159,low
204,-0.7741935483870968,31,0.0,0.0,-0.6193548387096774,low
3797,-0.8181818181818182,11,6.0,0.0039447731729488665,-0.6537564999108649,low
3531,-0.875,16,33.0,0.021696252451218766,-0.6956607495097563,low
1198,-0.9,10,1.0,0.0006574621954914778,-0.7198685075609018,low
4732,-0.9,10,0.0,0.0,-0.7200000000000001,low
4890,-1.0476190476190477,21,24.0,0.015779092691795466,-0.8349394195568791,low
1815,-1.25,24,270.0,0.177514792782699,-0.9644970414434602,low
4899,-1.3076923076923077,13,0.0,0.0,-1.0461538461538462,low
4635,-1.3734939759036144,83,0.0,0.0,-1.0987951807228915,low
2566,-1.5,12,41.0,0.02695595001515059,-1.19460880999697,low
5363,-1.5333333333333334,15,21.0,0.013806706105321033,-1.2239053254456025,low
3776,-1.6,10,0.0,0.0,-1.2800000000000002,low
2574,-1.6666666666666667,12,42.0,0.027613412210642067,-1.327810650891205,low
3197,-1.7,10,3.0,0.0019723865864744333,-1.3596055226827053,low
4251,-1.8333333333333333,12,4.0,0.002629848781965911,-1.4661406969102737,low
4592,-1.8333333333333333,18,0.0,0.0,-1.4666666666666668,low
4084,-1.8888888888888888,18,19.0,0.012491781714338079,-1.5086127547682435,low
4898,-2.0,10,10.0,0.006574621954914778,-1.5986850756090172,low
1331,-2.25,16,4.0,0.002629848781965911,-1.799474030243607,low
1383,-2.4166666666666665,96,4.0,0.002629848781965911,-1.9328073635769403,low
1753,-2.5384615384615383,13,683.0,0.44904667952067934,-1.9409598948650948,low
2540,-2.5833333333333335,12,17.0,0.011176857323355122,-2.0644312952019956,low
1719,-2.8,10,1140.0,0.7495069028602847,-2.090098619427943,low
2090,-2.65,20,23.0,0.01512163049630399,-2.1169756739007393,low
5635,-2.6666666666666665,21,0.0,0.0,-2.1333333333333333,low
4075,-2.8333333333333335,12,15.0,0.009861932932372168,-2.264694280080193,low
2293,-2.909090909090909,11,4.0,0.002629848781965911,-2.3267467575163345,low
4733,-3.0689655172413794,29,1.0,0.0006574621954914778,-2.4550409213540054,low
1792,-3.1818181818181817,11,4.0,0.002629848781965911,-2.5449285756981523,low
4279,-3.4545454545454546,11,3.0,0.0019723865864744333,-2.7632418863190686,low
4707,-3.515151515151515,33,0.0,0.0,-2.8121212121212125,low
4746,-3.727272727272727,11,1.0,0.0006574621954914778,-2.9816866893790834,low
472,-3.7333333333333334,15,0.0,0.0,-2.986666666666667,low
3273,-3.8,15,84.0,0.05522682442128413,-3.0289546351157433,low
4698,-4.2,10,78.0,0.05128205124833527,-3.349743589750333,low
4683,-4.636363636363637,33,12.0,0.007889546345897733,-3.7075129998217298,low
2017,-5.088888888888889,45,6.0,0.0039447731729488665,-4.070322156476521,low
4667,-5.5,18,0.0,0.0,-4.4,low
2498,-5.688888888888889,45,195.0,0.12820512812083817,-4.525470085486943,low
2657,-5.8,10,1.0,0.0006574621954914778,-4.639868507560902,low
3757,-6.190476190476191,21,6.0,0.0039447731729488665,-4.9515919977463625,low
3756,-6.190476190476191,21,0.0,0.0,-4.9523809523809526,low
4688,-6.6521739130434785,23,81.0,0.0532544378348097,-5.311088242867821,low
4686,-6.68,25,6.0,0.0039447731729488665,-5.34321104536541,low
4684,-6.7,20,5.0,0.003287310977457389,-5.359342537804509,low
4673,-6.708333333333333,24,17.0,0.011176857323355122,-5.364431295201996,low
4350,-6.928571428571429,14,1.0,0.0006574621954914778,-5.5427256504180455,low
4675,-7.0,22,14.0,0.00920447073688069,-5.598159105852624,low
4654,-7.44,25,0.0,0.0,-5.952000000000001,low
4645,-7.461538461538462,13,0.0,0.0,-5.969230769230769,low
3759,-7.5,16,2.0,0.0013149243909829555,-5.999737015121803,low
4661,-7.571428571428571,21,22.0,0.014464168300812512,-6.054250023482695,low
4666,-7.714285714285714,21,0.0,0.0,-6.171428571428572,low
4678,-7.8,20,6.0,0.0039447731729488665,-6.23921104536541,low
4682,-7.8,20,3.0,0.0019723865864744333,-6.239605522682705,low
4679,-7.904761904761905,21,41.0,0.02695595001515059,-6.318418333806495,low
4680,-7.904761904761905,21,1.0,0.0006574621954914778,-6.323678031370426,low
4681,-8.0,22,7.0,0.004602235368440345,-6.399079552926312,low
4676,-8.263157894736842,19,2.0,0.0013149243909829555,-6.610263330911278,low
3744,-8.333333333333334,81,1.0,0.0006574621954914778,-6.66653517422757,low
4743,-8.625,16,1.0,0.0006574621954914778,-6.899868507560902,low
4701,-8.705882352941176,17,24.0,0.015779092691795466,-6.961550063814582,low
4677,-8.705882352941176,17,3.0,0.0019723865864744333,-6.964311405035646,low
4668,-8.75,16,2.0,0.0013149243909829555,-6.999737015121803,low
4669,-8.75,16,0.0,0.0,-7.0,low
3760,-8.823529411764707,17,0.0,0.0,-7.058823529411765,low
4531,-9.2,25,1.0,0.0006574621954914778,-7.359868507560901,low
4672,-9.38888888888889,18,9.0,0.0059171597594233,-7.509927679159227,low
4744,-9.421052631578947,19,0.0,0.0,-7.536842105263158,low
4747,-10.0,14,3.0,0.0019723865864744333,-7.999605522682705,low
